"Event_ID","Disaster_Severity_Level","Population_Affected","Available_Rescue_Units","Available_Medical_Units","Response_Time_Minutes","Distance_to_Hospital_KM","Infrastructure_Damage_Percent","Weather_Severity_Index","Communication_Network_Status_Percent","Resource_Allocation_Efficiency_Score","Population_Affected_norm","Available_Rescue_Units_norm","Available_Medical_Units_norm","Response_Time_Minutes_norm","Distance_to_Hospital_KM_norm","Infrastructure_Damage_Percent_norm","Weather_Severity_Index_norm","Communication_Network_Status_Percent_norm","Resource_Allocation_Efficiency_Score_norm","Disaster_Severity_Level_Encoded"
"EVT-00339","Medium",2986,48,28,29.8,19.7,30.2,3.8,72,65.6,0.0551262336246667,0.615384615384615,0.528301886792453,0.227934044616877,0.364,0.302302302302302,0.347368421052632,0.715157680569685,0.606857142857143,1
"EVT-00089","Low",451,61,36,12.9,8.8,10.9,1.9,100,93.4,0.00578124695851907,0.782051282051282,0.679245283018868,0.064015518913676,0.146,0.109109109109109,0.147368421052632,1,0.924571428571429,0
"EVT-00538","High",12513,18,12,51.6,26.2,65.3,7.9,47.3,47.2,0.240573842290697,0.230769230769231,0.226415094339623,0.439379243452958,0.494,0.653653653653654,0.778947368421053,0.463886063072228,0.396571428571429,2
"EVT-00262","Medium",2624,59,36,27.8,18.2,30.4,4.5,75.8,63.2,0.0480797305977848,0.756410256410256,0.679245283018868,0.208535402521823,0.334,0.304304304304304,0.421052631578947,0.75381485249237,0.579428571428572,1
"EVT-00579","Critical",38994,9,7,84.1,35.6,89.7,9.7,13.8,18.4,0.756039164541685,0.115384615384615,0.132075471698113,0.754607177497575,0.682,0.897897897897898,0.968421052631579,0.123092573753815,0.0674285714285714,3
"EVT-00587","Critical",40975,9,6,75.6,38.8,83.6,9,20,24,0.794600276409787,0.115384615384615,0.113207547169811,0.672162948593598,0.746,0.836836836836837,0.894736842105263,0.18616480162767,0.131428571428571,3
"EVT-00449","High",14293,10,12,55.8,30.3,71.6,6.7,46.7,44.4,0.275222393085862,0.128205128205128,0.226415094339623,0.48011639185257,0.576,0.716716716716717,0.652631578947368,0.457782299084435,0.364571428571429,2
"EVT-00239","Medium",2624,38,26,31.7,15.6,35.5,4.4,75.3,63.2,0.0480797305977848,0.487179487179487,0.490566037735849,0.246362754607177,0.282,0.355355355355355,0.410526315789474,0.748728382502543,0.579428571428572,1
"EVT-00209","Medium",3762,44,32,34,19.2,44.7,4.1,55.1,54.2,0.0702314445331205,0.564102564102564,0.60377358490566,0.268671193016489,0.354,0.447447447447447,0.378947368421053,0.54323499491353,0.476571428571429,1
"EVT-00249","Medium",1926,54,35,23.6,13.7,22.9,2.2,78.1,68.7,0.0344928269713663,0.692307692307692,0.660377358490566,0.167798254122211,0.244,0.229229229229229,0.178947368421053,0.777212614445575,0.642285714285714,1
"EVT-00327","Medium",3137,44,28,28.3,16.4,42.6,4.6,66.1,57.5,0.0580655207988632,0.564102564102564,0.528301886792453,0.213385063045587,0.298,0.426426426426426,0.431578947368421,0.655137334689725,0.514285714285714,1
"EVT-00533","High",13483,12,11,54.9,20.9,62.8,6.8,37.6,41,0.259455355926265,0.153846153846154,0.207547169811321,0.471387002909796,0.388,0.628628628628629,0.663157894736842,0.365208545269583,0.325714285714286,2
"EVT-00470","High",11960,30,17,62.5,27.5,53.5,6.3,47.9,47.3,0.229809432970627,0.384615384615385,0.320754716981132,0.545101842870999,0.52,0.535535535535535,0.610526315789474,0.46998982706002,0.397714285714286,2
"EVT-00278","Medium",2207,53,35,26.5,18.3,33.3,3.4,66.6,69.3,0.0399626262822884,0.67948717948718,0.660377358490566,0.195926285160039,0.336,0.333333333333333,0.305263157894737,0.660223804679552,0.649142857142857,1
"EVT-00492","High",16047,2,7,54.5,25.3,72.6,6.5,34.9,33.9,0.309364841453682,0.0256410256410256,0.132075471698113,0.467507274490786,0.476,0.726726726726727,0.631578947368421,0.337741607324517,0.244571428571429,2
"EVT-00050","Low",488,70,40,16.2,8.8,14.5,2.7,92,90.7,0.0065014696435871,0.897435897435897,0.754716981132076,0.096023278370514,0.146,0.145145145145145,0.231578947368421,0.918616480162767,0.893714285714286,0
"EVT-00409","High",9680,25,18,57.5,27.2,57.7,6.5,55.4,55.3,0.185428143188056,0.320512820512821,0.339622641509434,0.496605237633366,0.514,0.577577577577578,0.631578947368421,0.546286876907426,0.489142857142857,2
"EVT-00136","Low",670,51,27,20,11.2,11.2,2.7,93.1,80.5,0.0100441866350028,0.653846153846154,0.509433962264151,0.132880698351115,0.194,0.112112112112112,0.231578947368421,0.929806714140387,0.777142857142857,0
"EVT-00247","Medium",2346,55,27,24.5,10.5,30,4.8,71.5,68.2,0.0426683277207872,0.705128205128205,0.509433962264151,0.176527643064985,0.18,0.3003003003003,0.452631578947368,0.710071210579858,0.636571428571429,1
"EVT-00465","High",12486,21,7,54.8,22.3,57.4,7.5,40.5,45.4,0.240048274385378,0.269230769230769,0.132075471698113,0.470417070805044,0.416,0.574574574574575,0.736842105263158,0.39471007121058,0.376,2
"EVT-00282","Medium",3168,41,27,40.4,18.8,26.9,3.2,60.9,46,0.0586689506160824,0.525641025641026,0.509433962264151,0.33074684772066,0.346,0.269269269269269,0.284210526315789,0.602238046795524,0.382857142857143,1
"EVT-00273","Medium",2093,66,41,35.2,9.7,24,2.2,80.8,72,0.0377435617931598,0.846153846153846,0.773584905660377,0.280310378273521,0.164,0.24024024024024,0.178947368421053,0.804679552390641,0.68,1
"EVT-00342","Medium",2597,43,29,35,16.2,35.3,3.2,69,62.4,0.0475541626924649,0.551282051282051,0.547169811320755,0.278370514064015,0.294,0.353353353353353,0.284210526315789,0.684638860630722,0.570285714285714,1
"EVT-00127","Low",536,72,48,8.4,6.9,9.1,2.3,89.9,86,0.00743581258637806,0.923076923076923,0.905660377358491,0.020368574199806,0.108,0.0910910910910911,0.189473684210526,0.897253306205493,0.84,0
"EVT-00444","High",10935,26,11,55.8,27.5,64.3,6.8,30.8,34,0.209857318046445,0.333333333333333,0.207547169811321,0.48011639185257,0.52,0.643643643643644,0.663157894736842,0.296032553407935,0.245714285714286,2
"EVT-00534","High",11734,38,15,56.2,24.6,65,6.3,44.1,49.6,0.225410234948319,0.487179487179487,0.283018867924528,0.483996120271581,0.462,0.650650650650651,0.610526315789474,0.431332655137335,0.424,2
"EVT-00076","Low",654,58,28,19.1,12.2,12.6,2.6,92.2,85.7,0.00973273898740584,0.743589743589744,0.528301886792453,0.124151309408341,0.214,0.126126126126126,0.221052631578947,0.920651068158698,0.836571428571429,0
"EVT-00498","High",15161,20,10,62.2,31.4,68.2,7,32.1,20.6,0.292118427967999,0.256410256410256,0.188679245283019,0.542192046556741,0.598,0.682682682682683,0.684210526315789,0.309257375381485,0.0925714285714286,2
"EVT-00279","Medium",4298,32,16,43.1,14.4,39.8,4.2,62,59.3,0.0806649407276196,0.41025641025641,0.30188679245283,0.356935014548982,0.258,0.398398398398398,0.389473684210526,0.613428280773143,0.534857142857143,1
"EVT-00560","Critical",41013,11,5,86.2,36.9,84.9,8.6,20.6,25.5,0.79533996457283,0.141025641025641,0.0943396226415094,0.774975751697381,0.708,0.84984984984985,0.852631578947368,0.192268565615463,0.148571428571429,3
"EVT-00310","Medium",3234,31,19,41.1,15.4,42.9,4.3,64.4,58,0.0599536721624199,0.397435897435897,0.358490566037736,0.337536372453928,0.278,0.429429429429429,0.4,0.637843336724313,0.52,1
"EVT-00215","Medium",2343,47,40,22.5,12.7,37.4,2.6,76.1,68.5,0.0426099312868627,0.602564102564103,0.754716981132076,0.157129000969932,0.224,0.374374374374374,0.221052631578947,0.756866734486267,0.64,1
"EVT-00360","Medium",2175,49,38,21.2,15.2,28.1,2.1,86,70.6,0.0393397309870944,0.628205128205128,0.716981132075472,0.144519883608147,0.274,0.281281281281281,0.168421052631579,0.857578840284842,0.664,1
"EVT-00172","Low",511,71,46,14.1,9.9,6.3,2.3,95.4,93.5,0.00694917563700777,0.91025641025641,0.867924528301887,0.075654704170708,0.168,0.0630630630630631,0.189473684210526,0.953204476093591,0.925714285714286,0
"EVT-00382","Medium",4198,38,29,29.6,18,35.2,5.2,64,55.9,0.0787183929301384,0.487179487179487,0.547169811320755,0.225994180407371,0.33,0.352352352352352,0.494736842105263,0.633774160732452,0.496,1
"EVT-00378","Medium",3876,37,24,34.5,10.8,41.4,4.9,69.4,63.9,0.072450509022249,0.474358974358974,0.452830188679245,0.273520853540252,0.186,0.414414414414414,0.463157894736842,0.688708036622584,0.587428571428571,1
"EVT-00100","Low",346,64,43,11.1,6.1,8.5,2.1,98,85.9,0.00373737177116384,0.82051282051282,0.811320754716981,0.046556741028128,0.092,0.0850850850850851,0.168421052631579,0.979654120040692,0.838857142857143,0
"EVT-00028","Low",523,59,43,12.6,9.1,7.8,2.2,94.9,88.8,0.00718276137270551,0.756410256410256,0.811320754716981,0.061105722599418,0.152,0.0780780780780781,0.178947368421053,0.948118006103764,0.872,0
"EVT-00039","Low",455,67,42,12.4,6.4,1.9,0.5,100,87.2,0.00585910887041831,0.858974358974359,0.792452830188679,0.0591658583899127,0.098,0.019019019019019,0,1,0.853714285714286,0
"EVT-00153","Low",550,62,47,13.3,9.6,9.8,1.8,88,81.2,0.00770832927802542,0.794871794871795,0.886792452830189,0.0678952473326867,0.162,0.0980980980980981,0.136842105263158,0.877924720244151,0.785142857142857,0
"EVT-00487","High",11814,21,17,54.6,27.8,58.7,8,41.3,37.1,0.226967473186304,0.269230769230769,0.320754716981132,0.468477206595538,0.526,0.587587587587588,0.789473684210526,0.402848423194303,0.281142857142857,2
"EVT-00269","Medium",3799,44,25,32.4,13.3,39.2,4.4,67.8,64.6,0.0709516672181885,0.564102564102564,0.471698113207547,0.253152279340446,0.236,0.392392392392392,0.410526315789474,0.672431332655137,0.595428571428571,1
"EVT-00552","Critical",34664,16,8,82.8,37.6,82.6,8.9,22.3,26.6,0.671753644910751,0.205128205128205,0.150943396226415,0.74199806013579,0.722,0.826826826826827,0.88421052631579,0.209562563580875,0.161142857142857,3
"EVT-00455","High",18351,0,1,63.8,32,76.5,8.3,29.6,33.4,0.354213302707648,0,0.0188679245283019,0.557710960232784,0.61,0.765765765765766,0.821052631578947,0.28382502543235,0.238857142857143,2
"EVT-00503","High",10688,23,17,52,24,52.6,6,50.7,52.7,0.205049344986666,0.294871794871795,0.320754716981132,0.443258971871969,0.45,0.526526526526527,0.578947368421053,0.498474059003052,0.459428571428571,2
"EVT-00419","High",9977,26,20,56.5,25,55.3,6.8,51.7,51.1,0.191209390146575,0.333333333333333,0.377358490566038,0.486905916585839,0.47,0.553553553553554,0.663157894736842,0.508646998982706,0.441142857142857,2
"EVT-00219","Medium",3710,33,20,34.4,18.5,45.8,4.2,64,48.5,0.0692192396784303,0.423076923076923,0.377358490566038,0.272550921435499,0.34,0.458458458458458,0.389473684210526,0.633774160732452,0.411428571428571,1
"EVT-00062","Low",425,66,42,7.5,9.2,6.9,1.6,87.6,89.8,0.00527514453117396,0.846153846153846,0.792452830188679,0.011639185257032,0.154,0.0690690690690691,0.115789473684211,0.873855544252289,0.883428571428571,0
"EVT-00509","High",12190,25,14,52.7,20,60.8,8.5,44.4,52.5,0.234286492904833,0.320512820512821,0.264150943396226,0.450048496605238,0.37,0.608608608608609,0.842105263157895,0.434384537131231,0.457142857142857,2
"EVT-00163","Low",310,55,35,11.9,5.8,3.5,1.4,92.4,85.5,0.00303661456407062,0.705128205128205,0.660377358490566,0.0543161978661494,0.086,0.035035035035035,0.0947368421052631,0.922685656154629,0.834285714285714,0
"EVT-00102","Low",538,53,37,18.5,9.1,14.5,2.4,88.4,85.1,0.00747474354232768,0.67948717948718,0.69811320754717,0.118331716779825,0.152,0.145145145145145,0.2,0.881993896236012,0.829714285714286,0
"EVT-00231","Medium",2588,49,21,25.3,16.7,28.6,3.1,78.5,68.7,0.0473789733906916,0.628205128205128,0.39622641509434,0.184287099903007,0.304,0.286286286286286,0.273684210526316,0.781281790437436,0.642285714285714,1
"EVT-00146","Low",420,60,36,20.3,7,10.2,2.2,87,91.3,0.0051778171412999,0.769230769230769,0.679245283018868,0.135790494665373,0.11,0.102102102102102,0.178947368421053,0.867751780264496,0.900571428571429,0
"EVT-00532","High",14321,19,15,67.5,35.1,69.9,8.2,38.4,41.6,0.275767426469157,0.243589743589744,0.283018867924528,0.593598448108632,0.672,0.6996996996997,0.810526315789474,0.373346897253306,0.332571428571429,2
"EVT-00063","Low",449,53,36,16.2,5.3,11.1,1.6,87.2,81.3,0.00574231600256944,0.67948717948718,0.679245283018868,0.096023278370514,0.076,0.111111111111111,0.115789473684211,0.869786368260427,0.786285714285714,0
"EVT-00425","High",12310,27,15,57.9,26.2,56.6,7.8,43.4,44.9,0.236622350261811,0.346153846153846,0.283018867924528,0.500484966052376,0.494,0.566566566566567,0.768421052631579,0.424211597151577,0.370285714285714,2
"EVT-00197","Medium",4095,40,27,35.5,17,35,5.1,65,58.3,0.0767134486987328,0.512820512820513,0.509433962264151,0.283220174587779,0.31,0.35035035035035,0.484210526315789,0.643947100712106,0.523428571428571,1
"EVT-00072","Low",154,77,48,12.7,5.8,7.7,0.8,100,90,0,0.987179487179487,0.905660377358491,0.0620756547041707,0.086,0.0770770770770771,0.0315789473684211,1,0.885714285714286,0
"EVT-00471","High",10421,20,13,60.7,21.2,59.5,6.7,51.6,55.5,0.199852062367391,0.256410256410256,0.245283018867925,0.527643064985451,0.394,0.595595595595596,0.652631578947368,0.507629704984741,0.491428571428571,2
"EVT-00500","High",10902,29,13,42.5,22.1,54.7,7.3,49,56.6,0.209214957273276,0.371794871794872,0.245283018867925,0.351115421920466,0.412,0.547547547547548,0.715789473684211,0.48118006103764,0.504,2
"EVT-00173","Low",495,59,41,15.5,6.9,7.6,2.1,99.3,87.7,0.00663772798941078,0.756410256410256,0.773584905660377,0.0892337536372454,0.108,0.0760760760760761,0.168421052631579,0.992878942014242,0.859428571428571,0
"EVT-00131","Low",716,47,29,23.2,11.5,16.2,3.3,83,77.8,0.0109395986218442,0.602564102564103,0.547169811320755,0.163918525703201,0.2,0.162162162162162,0.294736842105263,0.82706002034588,0.746285714285714,0
"EVT-00518","High",13723,34,23,70.4,29.2,65.9,8.4,49.6,51.7,0.26412707064022,0.435897435897436,0.433962264150943,0.62172647914646,0.554,0.65965965965966,0.831578947368421,0.487283825025432,0.448,2
"EVT-00238","Medium",2593,57,42,18.6,11.9,31.2,3.8,76.4,69.8,0.0474763007805657,0.730769230769231,0.792452830188679,0.119301648884578,0.208,0.312312312312312,0.347368421052632,0.759918616480163,0.654857142857143,1
"EVT-00377","Medium",2706,51,33,31.4,11.3,37.3,4.1,71.7,67.3,0.0496758997917194,0.653846153846154,0.622641509433962,0.243452958292919,0.196,0.373373373373373,0.378947368421053,0.712105798575788,0.626285714285714,1
"EVT-00169","Low",578,64,44,16.8,8.3,6.8,2.8,89.9,82.9,0.00825336266132015,0.82051282051282,0.830188679245283,0.10184287099903,0.136,0.0680680680680681,0.242105263157895,0.897253306205493,0.804571428571429,0
"EVT-00367","Medium",3305,45,33,28.1,10.8,26,4.1,78,69.5,0.0613357210986316,0.576923076923077,0.622641509433962,0.211445198836081,0.186,0.26026026026026,0.378947368421053,0.776195320447609,0.651428571428571,1
"EVT-00597","Critical",49672,4,0,109.4,46.6,88.6,8.9,5.7,22.2,0.963891538356724,0.0512820512820513,0,1,0.902,0.886886886886887,0.88421052631579,0.0406917599186165,0.110857142857143,3
"EVT-00528","High",11093,17,10,44.7,23.1,55.7,6.7,56,52,0.212932863566465,0.217948717948718,0.188679245283019,0.372453928225024,0.432,0.557557557557558,0.652631578947368,0.552390640895219,0.451428571428571,2
"EVT-00359","Medium",3360,28,21,38.5,19.4,48.1,4.8,64,56.5,0.0624063223872462,0.358974358974359,0.39622641509434,0.312318137730359,0.358,0.481481481481481,0.452631578947368,0.633774160732452,0.502857142857143,1
"EVT-00012","Low",554,58,36,15,7.8,16.5,2.6,96.2,91.7,0.00778619118992467,0.743589743589744,0.679245283018868,0.084384093113482,0.126,0.165165165165165,0.221052631578947,0.961342828077314,0.905142857142857,0
"EVT-00248","Medium",1030,60,40,17.9,10.2,22.5,2.8,76.2,75,0.017051758705935,0.769230769230769,0.754716981132076,0.112512124151309,0.174,0.225225225225225,0.242105263157895,0.757884028484232,0.714285714285714,1
"EVT-00434","High",10588,27,15,41.4,24.2,50.2,6.6,53.5,49.7,0.203102797189185,0.346153846153846,0.283018867924528,0.340446168768186,0.454,0.502502502502503,0.642105263157895,0.526958290946083,0.425142857142857,2
"EVT-00457","High",10838,43,23,59.4,25.9,56.6,7.8,42.4,52.4,0.207969166682888,0.551282051282051,0.433962264150943,0.515033947623666,0.488,0.566566566566567,0.768421052631579,0.414038657171923,0.456,2
"EVT-00469","High",17384,15,17,62.9,30.8,68.9,8.1,36.7,37.3,0.335390185506005,0.192307692307692,0.320754716981132,0.54898157129001,0.586,0.68968968968969,0.8,0.356052899287894,0.283428571428571,2
"EVT-00227","Medium",3835,27,15,35,18.9,48.2,4.6,48.7,50.5,0.0716524244252818,0.346153846153846,0.283018867924528,0.278370514064015,0.348,0.482482482482482,0.431578947368421,0.478128179043744,0.434285714285714,1
"EVT-00536","High",11649,18,8,50.9,20.7,63,8.8,46.1,45.9,0.22375566932046,0.230769230769231,0.150943396226415,0.43258971871969,0.384,0.630630630630631,0.873684210526316,0.451678535096643,0.381714285714286,2
"EVT-00570","Critical",35196,13,7,78.1,35.8,80.3,9.4,27.2,33.9,0.682109279193351,0.166666666666667,0.132075471698113,0.696411251212415,0.686,0.803803803803804,0.936842105263158,0.25940996948118,0.244571428571429,3
"EVT-00594","Critical",44171,4,3,104.6,44.4,91.5,9,14.5,17.4,0.856811944017285,0.0512820512820513,0.0566037735849057,0.953443258971872,0.858,0.915915915915916,0.894736842105263,0.130213631739573,0.056,3
"EVT-00559","Critical",40760,4,2,102.3,45.7,95.3,9.7,12.1,12.5,0.790415198645203,0.0512820512820513,0.0377358490566038,0.931134820562561,0.884,0.953953953953954,0.968421052631579,0.105798575788403,0,3
"EVT-00087","Low",665,57,38,18.1,11,12.1,3.1,84.9,80.3,0.00994685924512876,0.730769230769231,0.716981132075472,0.114451988360815,0.19,0.121121121121121,0.273684210526316,0.846388606307223,0.774857142857143,0
"EVT-00232","Medium",3810,52,30,28.1,15.4,42.1,3.5,72.5,67.6,0.0711657874759115,0.666666666666667,0.566037735849057,0.211445198836081,0.278,0.421421421421421,0.315789473684211,0.720244150559512,0.629714285714286,1
"EVT-00190","Medium",3683,52,32,29.7,11.9,40.1,3.5,63,64.7,0.0686936717731104,0.666666666666667,0.60377358490566,0.226964112512124,0.208,0.401401401401401,0.315789473684211,0.623601220752798,0.596571428571429,1
"EVT-00588","Critical",37041,11,6,91,48,79.4,9,19.4,21.7,0.718023086056878,0.141025641025641,0.113207547169811,0.821532492725509,0.93,0.794794794794795,0.894736842105263,0.180061037639878,0.105142857142857,3
"EVT-00053","Low",493,59,42,16.5,7.2,9.9,1.6,85.4,84.2,0.00659879703346116,0.756410256410256,0.792452830188679,0.0989330746847721,0.114,0.0990990990990991,0.115789473684211,0.85147507629705,0.819428571428572,0
"EVT-00459","High",13552,22,13,47.3,22.6,69.3,7,40,45.1,0.260798473906527,0.282051282051282,0.245283018867925,0.397672162948594,0.422,0.693693693693694,0.684210526315789,0.389623601220753,0.372571428571429,2
"EVT-00566","Critical",42047,8,8,93.7,43.7,88.1,9.3,15.9,22,0.815467268798785,0.102564102564103,0.150943396226415,0.847720659553831,0.844,0.881881881881882,0.926315789473684,0.144455747711089,0.108571428571429,3
"EVT-00593","Critical",47482,6,4,103.7,43,84.2,8.9,6.4,20.1,0.921262141591887,0.0769230769230769,0.0754716981132075,0.944713870029098,0.83,0.842842842842843,0.88421052631579,0.0478128179043744,0.0868571428571429,3
"EVT-00035","Low",624,61,39,16.5,8.1,7.9,1,91.7,86.1,0.00914877464816149,0.782051282051282,0.735849056603774,0.0989330746847721,0.132,0.0790790790790791,0.0526315789473684,0.915564598168871,0.841142857142857,0
"EVT-00108","Low",249,62,41,6.7,4.2,6.3,1.9,87.5,75.6,0.00184922040760711,0.794871794871795,0.773584905660377,0.00387972841901067,0.054,0.0630630630630631,0.147368421052632,0.872838250254323,0.721142857142857,0
"EVT-00322","Medium",1678,60,44,26.3,10.5,30.5,4.2,77.8,74.9,0.029665388433613,0.769230769230769,0.830188679245283,0.193986420950533,0.18,0.305305305305305,0.389473684210526,0.774160732451678,0.713142857142857,1
"EVT-00275","Medium",3113,55,33,37.9,17.3,34.2,4.7,61.4,53.3,0.0575983493274677,0.705128205128205,0.622641509433962,0.306498545101843,0.316,0.342342342342342,0.442105263157895,0.607324516785351,0.466285714285714,1
"EVT-00264","Medium",4495,34,17,39.8,14.8,35.6,4.7,60,67.6,0.0844996398886575,0.435897435897436,0.320754716981132,0.324927255092144,0.266,0.356356356356356,0.442105263157895,0.593082400813835,0.629714285714286,1
"EVT-00096","Low",410,62,34,12.9,3.4,4.6,2.2,100,97.4,0.00498316236155179,0.794871794871795,0.641509433962264,0.064015518913676,0.038,0.046046046046046,0.178947368421053,1,0.970285714285714,0
"EVT-00592","Critical",34926,14,7,71.4,34.2,79.7,8.3,26.9,30.7,0.676853600140151,0.179487179487179,0.132075471698113,0.631425800193986,0.654,0.797797797797798,0.821052631578947,0.256358087487284,0.208,3
"EVT-00286","Medium",1325,72,39,16.2,10.6,26.9,3.4,80.9,75.9,0.0227940747085045,0.923076923076923,0.735849056603774,0.096023278370514,0.182,0.269269269269269,0.305263157894737,0.805696846388606,0.724571428571429,1
"EVT-00217","Medium",2339,58,32,21.7,12.4,26,3,83.3,71.4,0.0425320693749635,0.743589743589744,0.60377358490566,0.149369544131911,0.218,0.26026026026026,0.263157894736842,0.830111902339776,0.673142857142857,1
"EVT-00302","Medium",2555,43,29,30,14.2,35.2,5,73.9,69,0.0467366126175228,0.551282051282051,0.547169811320755,0.229873908826382,0.254,0.352352352352352,0.473684210526316,0.734486266531028,0.645714285714286,1
"EVT-00066","Low",545,47,31,16.1,7.4,14.1,3.4,87.7,78.2,0.00761100188815136,0.602564102564103,0.584905660377358,0.0950533462657614,0.118,0.141141141141141,0.305263157894737,0.874872838250254,0.750857142857143,0
"EVT-00299","Medium",2824,52,28,25.8,13.8,28.2,3.3,69.4,64.3,0.0519728261927472,0.666666666666667,0.528301886792453,0.18913676042677,0.246,0.282282282282282,0.294736842105263,0.688708036622584,0.592,1
"EVT-00007","Low",569,55,30,15.1,8,14.5,1.4,83.8,79.9,0.00807817335954684,0.705128205128205,0.566037735849057,0.0853540252182347,0.13,0.145145145145145,0.0947368421052631,0.835198372329603,0.770285714285714,0
"EVT-00026","Low",247,73,51,6.3,5.3,4.2,1.3,95.2,82.2,0.00181028945165749,0.935897435897436,0.962264150943396,0,0.076,0.042042042042042,0.0842105263157895,0.95116988809766,0.796571428571429,0
"EVT-00270","Medium",4021,25,33,37.4,11.2,40.5,4.1,64.6,58.1,0.0752730033285967,0.320512820512821,0.622641509433962,0.301648884578079,0.194,0.405405405405405,0.378947368421053,0.639877924720244,0.521142857142857,1
"EVT-00192","Medium",2594,55,39,30.3,18.1,31.9,4,75.7,70.2,0.0474957662585405,0.705128205128205,0.735849056603774,0.23278370514064,0.332,0.319319319319319,0.368421052631579,0.752797558494405,0.659428571428571,1
"EVT-00413","High",14429,30,16,66.8,21.3,62.7,6.8,40.3,47.3,0.277869698090437,0.384615384615385,0.30188679245283,0.586808923375364,0.396,0.627627627627628,0.663157894736842,0.392675483214649,0.397714285714286,2
"EVT-00596","Critical",50299,9,6,89.7,39,85.5,9.2,21.9,23.6,0.976096393046931,0.115384615384615,0.113207547169811,0.808923375363724,0.75,0.855855855855856,0.91578947368421,0.205493387589013,0.126857142857143,3
"EVT-00258","Medium",2761,50,39,28.2,15.2,34.6,3.6,78.1,69.1,0.050746501080334,0.641025641025641,0.735849056603774,0.212415130940834,0.274,0.346346346346346,0.326315789473684,0.777212614445575,0.646857142857143,1
"EVT-00488","High",5305,55,26,30.4,20.5,43.4,4.8,62.5,68.1,0.100266677048255,0.705128205128205,0.490566037735849,0.233753637245393,0.38,0.434434434434434,0.452631578947368,0.61851475076297,0.635428571428571,2
"EVT-00551","Critical",49059,5,3,99.3,48.5,99.9,8.3,15.8,25.4,0.951959200358165,0.0641025641025641,0.0566037735849057,0.902036857419981,0.94,1,0.821052631578947,0.143438453713123,0.147428571428571,3
"EVT-00395","High",6203,23,19,44.8,20.5,44.1,6.8,57.4,58.2,0.117746676269636,0.294871794871795,0.358490566037736,0.373423860329777,0.38,0.441441441441441,0.663157894736842,0.566632756866734,0.522285714285714,2
"EVT-00107","Low",382,65,40,12.5,5.3,10.5,1.9,91.2,83.3,0.00443812897825706,0.833333333333333,0.754716981132076,0.0601357904946654,0.076,0.105105105105105,0.147368421052632,0.910478128179044,0.809142857142857,0
"EVT-00022","Low",467,53,37,18.3,8.9,10.1,2.5,84.7,84.1,0.00609269460611605,0.67948717948718,0.69811320754717,0.11639185257032,0.148,0.101101101101101,0.210526315789474,0.844354018311292,0.818285714285714,0
"EVT-00101","Low",394,76,48,14.5,4.4,7.2,2.3,97.6,85.9,0.0046717147139548,0.974358974358974,0.905660377358491,0.0795344325897187,0.058,0.0720720720720721,0.189473684210526,0.97558494404883,0.838857142857143,0
"EVT-00531","High",13730,11,10,62.4,32.7,63.5,7.7,43.6,44.5,0.264263328986043,0.141025641025641,0.188679245283019,0.544131910766246,0.624,0.635635635635636,0.757894736842105,0.426246185147508,0.365714285714286,2
"EVT-00230","Medium",4283,36,20,38.1,19.2,47.2,4.3,61.6,49.5,0.0803729585579974,0.461538461538462,0.377358490566038,0.308438409311348,0.354,0.472472472472472,0.4,0.609359104781282,0.422857142857143,1
"EVT-00297","Medium",3659,52,34,22.7,15.4,37.1,5.1,54.3,53.2,0.0682265003017149,0.666666666666667,0.641509433962264,0.159068865179437,0.278,0.371371371371371,0.484210526315789,0.535096642929807,0.465142857142857,1
"EVT-00260","Medium",3009,36,21,32.4,17.5,33.5,3.1,67.5,56.5,0.0555739396180873,0.461538461538462,0.39622641509434,0.253152279340446,0.32,0.335335335335335,0.273684210526316,0.669379450661241,0.502857142857143,1
"EVT-00174","Low",819,51,31,23.8,10.5,16.7,2.3,78.7,81.8,0.0129445428532498,0.653846153846154,0.584905660377358,0.169738118331717,0.18,0.167167167167167,0.189473684210526,0.783316378433367,0.792,0
"EVT-00074","Low",394,60,41,15.6,8.1,8.3,2.5,96.4,90.9,0.0046717147139548,0.769230769230769,0.773584905660377,0.0902036857419981,0.132,0.0830830830830831,0.210526315789474,0.963377416073245,0.896,0
"EVT-00129","Low",355,61,40,15.4,7.2,12.3,1.9,81.1,84.1,0.00391256107293715,0.782051282051282,0.754716981132076,0.0882638215324927,0.114,0.123123123123123,0.147368421052632,0.807731434384537,0.818285714285714,0
"EVT-00374","Medium",2723,47,22,29.9,16.7,31.5,2.6,76.2,70,0.0500068129172912,0.602564102564103,0.415094339622642,0.228903976721629,0.304,0.315315315315315,0.221052631578947,0.757884028484232,0.657142857142857,1
"EVT-00447","High",9188,48,21,44.5,25.2,53.2,6.8,58.2,46.1,0.175851128024449,0.615384615384615,0.39622641509434,0.370514064015519,0.474,0.532532532532533,0.663157894736842,0.574771108850458,0.384,2
"EVT-00439","High",8047,35,16,38,21.5,53.8,6.3,57.7,51.4,0.153641017655189,0.448717948717949,0.30188679245283,0.307468477206595,0.4,0.538538538538539,0.610526315789474,0.569684638860631,0.444571428571429,2
"EVT-00351","Medium",3494,43,34,36.7,19.5,40.7,4.5,72.1,66.4,0.065014696435871,0.551282051282051,0.641509433962264,0.294859359844811,0.36,0.407407407407407,0.421052631578947,0.71617497456765,0.616,1
